"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"23","01","UP","0123RM038","","","","","23","01","UP","0123RM038","","","23","01","29","10","25","PM","12","0","0","0","0","","POCATELLO","214.2","16","1","4","1","000","R","MPCS","4","2953","1","N","YARD 114","1","","2","IARX","215295","067","N","","","000","","5","0","0","0","0","0","0","0","0","0","20","0","42","0","0","0","0","0","0","0","823","0","H702","","0","0","0","0","H702","2","1","006","600027","","16C005","0","000000","0","0","0","0","0","","","","","3","8","","CL","","","","720","","2023","0","0","0","0","0","0","BANNOCK","005","00","00","","N","OTH","000-000-000","GPCPC2-29 SHOVED WEST IN THE POCATELLO YARD FROM THE RUNNER INTO LONG TRACK 10 WEST END OF YARD AT T","HE MIDDLE CROSSOVERS WITH 2 UNITS AND 74 CARS. CONDUCTOR FAILED TO LINE SHOVE MOVEMENT INTO LONG 10","TO PICK UP 34 MORE TO SWITCH CARS TO STAGE IN EAST END RCL ZONE FOR YPC35R-29, CONDUCTOR INSTEAD LIN","ED SHOVE MOVEMENT INTO TRACK 107 (TWO EXTRA SETS OF CROSSOVERS) WHICH AT THE TIME WAS AN ACTIVE RCL","ZONE BEING OPERATING UNDER THE YPC23R-29, WHO WAS ACTIVELY SWITCHING AT THE TIME OF INCIDENT. RESULT","WAS A COLLISION BETWEEN THE CUT OF CARS THE GPCPC2-29 WAS SHOVING WEST AND THE STATIONARY CUT OF 34","CARS THE YPC23R-29 HAD A HOLD AFTER KICKING A CAR INTO TRACK 207. 25 CARS DERAILED, 3 DAMAGED, NO I","NJURIES OR RELEASES.","","","","","","","","0","42.862707","-112.447594","2","5","","","","POCATELLO SUB",
"23","01","UP","0123RM038","","","","","23","01","UP","0123RM038","","","23","01","29","10","25","PM","12","0","0","0","0","","POCATELLO","214.2","16","1","4","1","006","E","GPCP","4","5814","7","Y","YARD 114","1","","2","AEX","009575","076","N","","","000","","2","0","0","0","0","0","0","0","0","0","38","0","36","0","0","0","0","16","0","0","369083","31729","H702","","0","0","0","0","H702","2","1","006","600027","","16C005","0","000000","0","1","0","1","0","03","37","03","37","1","8","","CL","","","","720","","2023","0","0","0","0","0","0","BANNOCK","005","00","00","","N","OTH","000-000-000","GPCPC2-29 SHOVED WEST IN THE POCATELLO YARD FROM THE RUNNER INTO LONG TRACK 10 WEST END OF YARD AT T","HE MIDDLE CROSSOVERS WITH 2 UNITS AND 74 CARS. CONDUCTOR FAILED TO LINE SHOVE MOVEMENT INTO LONG 10","TO PICK UP 34 MORE TO SWITCH CARS TO STAGE IN EAST END RCL ZONE FOR YPC35R-29, CONDUCTOR INSTEAD LIN","ED SHOVE MOVEMENT INTO TRACK 107 (TWO EXTRA SETS OF CROSSOVERS) WHICH AT THE TIME WAS AN ACTIVE RCL","ZONE BEING OPERATING UNDER THE YPC23R-29, WHO WAS ACTIVELY SWITCHING AT THE TIME OF INCIDENT. RESULT","WAS A COLLISION BETWEEN THE CUT OF CARS THE GPCPC2-29 WAS SHOVING WEST AND THE STATIONARY CUT OF 34","CARS THE YPC23R-29 HAD A HOLD AFTER KICKING A CAR INTO TRACK 207. 25 CARS DERAILED, 3 DAMAGED, NO I","NJURIES OR RELEASES.","","","","","","","","0","42.862707","-112.447594","2","5","","","","POCATELLO SUB",
"23","01","CSX","000209585","","","","","23","01","CSX","000209585","","","23","01","31","11","40","PM","01","0","0","0","0","","AUGUSTA","0460.5","13","55","4","4","008","E","L632","1","3800","1","Y","SINGLE MAIN TRACK","1","0004.3","1","CSXT","290516","021","Y","","","000","","2","0","0","0","0","0","0","0","0","0","42","0","0","0","0","9","0","0","0","0","24334","41237","M501","","0","0","0","0","M501","1","1","008","65571","","13C245","0","000000","0","1","0","1","0","05","40","05","40","1","3","","CL","","","","169","","2023","0","0","0","0","0","0","RICHMOND","245","","","","N","CWR","000-000-000","L63231 DERAILED 9 CARS DUE TO A MARRED WHEEL ON MWAX 5054 WHEN LEAVING INDUSTRY, CAUSING DAMAGE TO R","AIL EVERY 71 INCHES FROM INDUSTRY TO POINT OF DERAILMENT ON MAINLINE.","","","","","","","","","","","","","","0","33.471339","-81.972412","2","2","","","","AUGUSTA",
"23","02","CSX","000209635","","","","","23","02","SFRV","02032023","","","23","02","03","1","30","AM","04","0","0","0","0","","HIALEAH","1033.0","12","80","4","1","005","E","M852","1","18580","1","Y","H04","1","0000.0","2","CSXT","495709","176","N","","","000","","1","0","0","0","0","0","0","0","0","0","123","0","58","0","0","0","0","3","0","0","6000","0","H306","","0","0","0","0","H306","2","1","005","7400","","12C086","0","000000","0","1","0","1","0","02","30","02","30","3","3","","CL","","","","236","","2023","0","0","0","0","0","0","MIAMI-DADE","086","00","00","","N","OTH","000-000-000","U78702 CONDUCTOR FAILED TO PROTECT SHOVE AFTER MAKING A COUPLE INTO TRACK H08 ON SOUTH END. SHOVED C","UT OF CARS OUT THE NE OF H08 INTO THE SIDE OF M85203 DEPARTING OUT THE NE OF H04. THIS RESULTED IN 4","CARS DERAILING. SFRV DAMAGES $5600.","","","","","","","","","","","","","0","25.858094","-80.259987","2","5","","","","MIAMI",
"23","01","UP","0123RM038","","","","","23","01","UP","0123RM038","","","23","01","29","10","25","PM","12","0","0","0","0","","POCATELLO","214.2","16","1","4","1","000","E","YPC2","3","2067","7","Y","YARD 114","1","","2","JRSX","001073","035","Y","","","000","","2","0","0","0","0","0","0","0","0","0","3","0","33","0","0","3","0","6","0","0","198392","0","H702","","0","0","0","0","H702","2","1","006","600027","","16C005","0","000000","0","2","0","0","0","05","51","","","3","8","","CL","","","","720","","2023","0","0","0","0","0","0","BANNOCK","005","00","00","","N","OTH","000-000-000","GPCPC2-29 SHOVED WEST IN THE POCATELLO YARD FROM THE RUNNER INTO LONG TRACK 10 WEST END OF YARD AT T","HE MIDDLE CROSSOVERS WITH 2 UNITS AND 74 CARS. CONDUCTOR FAILED TO LINE SHOVE MOVEMENT INTO LONG 10","TO PICK UP 34 MORE TO SWITCH CARS TO STAGE IN EAST END RCL ZONE FOR YPC35R-29, CONDUCTOR INSTEAD LIN","ED SHOVE MOVEMENT INTO TRACK 107 (TWO EXTRA SETS OF CROSSOVERS) WHICH AT THE TIME WAS AN ACTIVE RCL","ZONE BEING OPERATING UNDER THE YPC23R-29, WHO WAS ACTIVELY SWITCHING AT THE TIME OF INCIDENT. RESULT","WAS A COLLISION BETWEEN THE CUT OF CARS THE GPCPC2-29 WAS SHOVING WEST AND THE STATIONARY CUT OF 34","CARS THE YPC23R-29 HAD A HOLD AFTER KICKING A CAR INTO TRACK 207. 25 CARS DERAILED, 3 DAMAGED, NO I","NJURIES OR RELEASES.","","","","","","","","3","42.862707","-112.447594","2","5","","","","POCATELLO SUB",
"23","01","NIRC","9419001248","","","","","23","01","NIRC","9419001248","","608310D","23","01","09","7","25","AM","07","0","0","0","0","","CHICAGO","00013.","17","26","1","2","065","E","302","3","0","C","Y","1","4","2.92","1","METX","008558","001","Y","","","000","","0","0","0","1","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","13230","9393","M308","","0","1","0","1","M308","1","4","065","22623","","17C031","2","000000","0","1","0","1","1","03","15","03","15","1","4","","No","","","","293","","2023","0","0","0","1","0","1","COOK","031","","","","Y","CWR","000-000-000","TRAIN #302 STRUCK A VEHICLE THAT DROVE W/B AROUND THE GATES AT 115TH AND THE MAINLINE IN CHICAGO. DR","IVER (SURVIVED) TRANSPORTED TO CHRIST HOSPITAL. A BLIND LAWSUIT HAS CLAIMED A PASSENGER SUSTAINED IN","JURY DUE TO THIS STRIKE BUT NO CONFIRMED TRANSPORT OR INJURY DOCUMENTATION HAS BEEN PROVIDED.","","","","","","","","","","","","","0","41.68479","-87.663826","1","1","J","Q","","JOLIET",
"23","01","INRD","644294","","","","","23","01","INRD","644294","","","23","01","04","10","20","PM","01","5","0","0","0","","PALESTINE","123.9","17","39","4","1","009","E","PAUT","1","2200","1","Y","LCL00201","1","","4","CBTX","729252","008","Y","","","000","","2","0","0","0","0","0","0","0","0","0","15","0","3","0","0","5","0","0","0","0","20000","15000","T202","","0","0","0","0","T202","4","1","009","35000","","17C033","0","000000","0","1","0","1","0","05","20","05","20","1","6","","Cl","","","","137","","2023","0","0","0","0","0","0","CRAWFORD","033","","","","N","CWR","000-000-000","INSPECTION OF TRACK INDICATES SEVERAL BROKEN RAILS AND SEPRATED FROM TIES. MULTIPLE BROKEN RAILS WRE","NOTED IN THE AREA OF THE DERAILMENT.","","","","","","","","","","","","","","0","39.007","-87.37296","2","5","","","","INDIANAPOLIS",
"23","02","UP","0223PR016","","","","","23","02","UP","0223PR016","","","23","02","24","4","58","AM","12","0","0","0","0","","MELROSE PARK","13","17","19","1","2","001","E","YPR4","4","1","7","Y","YARD 336","1","","2","TTZX","085945","002","N","","","000","","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","62833","0","H306","","0","0","0","0","H306","2","1","001","63083","","17C031","0","000000","0","1","0","1","0","06","28","06","28","1","4","","CL","","","","131","","2023","0","0","0","0","0","0","COOK","031","00","00","","N","OTH","000-000-000","YPR43R-23 WAS PULLING OUT OF TRACK 333 AND COLLIDED AGAINST THE YPR40-23, WHO WAS PULLING OUT OF TRA","CK 336. NO DERAILMENT OCCURRED.","","","","","","","","","","","","","","0","41.895526","-87.888945","2","5","","","","PROVISO YARD",
"23","02","UP","0223PR016","","","","","23","02","UP","0223PR016","","","23","02","24","4","58","AM","12","0","0","0","0","","MELROSE PARK","13","17","19","1","2","001","E","YPR4","4","0","8","Y","YARD 336","1","","2","UP","002033","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","150","H306","","0","0","0","0","H306","2","1","001","63083","","17C031","0","000000","0","2","0","0","0","06","28","","","3","4","","CL","","","","131","","2023","0","0","0","0","0","0","COOK","031","00","00","","N","OTH","000-000-000","YPR43R-23 WAS PULLING OUT OF TRACK 333 AND COLLIDED AGAINST THE YPR40-23, WHO WAS PULLING OUT OF TRA","CK 336. NO DERAILMENT OCCURRED.","","","","","","","","","","","","","","1","41.895526","-87.888945","2","5","","","","PROVISO YARD",
"23","02","ALS","0223AS006","23","02","UP","0223MA013","23","02","ALS","0223AS006","","","23","02","14","5","10","PM","01","0","0","0","0","","EAST ST LOUIS","3","17","50","2","2","004","E","MAXA","4","0","8","Y","YARD 134","1","","2","NS","007577","001","","","","000","","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","1900","H303","","0","0","0","0","H303","2","1","004","31900","","17C163","0","000000","0","2","0","1","0","08","25","08","25","1","6","","Cl","","","","154","","2023","0","0","0","0","0","0","ST CLAIR","163","00","00","","N","CWR","000-000-000","MAXASX-13 WAS GIVEN PERMISSION TO COME OUT OF 134. UPON MOVING DERAIL ON THE EASTG END OF 134 WAS TH","ROWN UNDER LIGHT ENGINES, CAUSING THE NS7577 TO DERAIL","","","","","","","","","","","","","","0","38.650754","-90.162255","2","5","K","","","ALTON SOUTHERN GATEW",
"23","02","BLF","20231544","","","","","23","02","FEC","X09021523","","272516U","23","02","15","3","15","PM","07","0","0","0","0","","DEERFIELD BEACH","329.01","12","80","2","1","079","E","BLF7","2","0","2","Y","EAST MAIN","4","2.45","1","BLF","000708","001","N","","","000","","1","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","16160","0","M308","","0","1","0","1","M308","1","4","079","16571","","12C011","1","000000","0","1","","1","","01","22","01","22","1","3","","No","","","","257","","2023","0","0","0","0","0","1","BROWARD","011","","","","Y","CWR","000-000-000","BLF708 TRAVELING S/B ON THE EAST MAIN TRACK OBSERVED A VEHICLE GO AROUND THE DOWNED GATES AND DRIVE","OVER THE TRACKS. HORN WAS SOUNDED AND TRAIN PLACED INTO EMERGENCY STRIKING THE VEHICLE. DRIVER SUSTA","INED ABRASIONS TO FACE AND LEG. FEC DAMAGE COST: $411.00.","","","","","","","","","","","","","0","26.289979","-80.109263","1","1","B","Q","","SYSTEM",
"23","02","BLF","20231562","","","","","23","02","FEC","X11021723","","272474K","23","02","17","6","58","PM","07","0","0","0","0","","LANTANA","309.17","12","76","4","1","032","E","BLF7","2","0","2","Y","EAST MAIN","4","2.45","1","BLF","000707","001","N","","","000","","1","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","21997","0","M308","","0","0","0","0","M308","1","4","032","22523","","12C099","0","000000","0","1","","1","","05","58","05","58","1","3","","No","","","","302","","2023","0","0","0","0","0","0","PALM BEACH","099","","","","Y","CWR","000-000-000","BLF707 TRAVELING S/B ON THE EAST MAIN TRACK OBSERVED A VEHICLE DISREGARD THE DOWNED GATES AND STOP I","N THE FOUL OF THE TRACKS. HORN WAS SOUNDED AND TRAIN PLACED INTO EMERGENCY, STRIKING THE VEHICLE. TH","E DRIVER OF THE VEHICLE EXITED PRIOR TO THE STRIKE RESULTING IN NO INJURIES. FEC DAMAGE COST: $525.8","8.","","","","","","","","","","","","0","26.571991","-80.053848","1","1","B","Q","","SYSTEM",
"23","02","FEC","X07020823","23","02","BLF","20231497","23","02","FEC","X07020823","","272498Y","23","02","08","8","6","PM","07","0","0","0","0","","DELRAY BEACH","319.36","12","71","4","1","000","","","2","0","","","EAST MAIN","4","2.45","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16628","M308","","0","0","2","0","M308","1","4","071","50799","","12C099","0","000000","0","","","","","","","","","2","3","","Cl","","","","293","","2023","0","0","0","0","0","0","PALM BEACH","099","","","","","CWR","000-000-000","BLF 709 WAS TRAVELING SOUTHBOUND ON THE EAST MAIN TRACK AND OBSERVED A VEHICLE SITTING IN THE FOUL O","F THE EAST MAIN.  HORN WAS SOUNDED AND TRAIN PLACED INTO EMERGENCY STRIKING THE VEHICLE.  THE STRIKE","RESULTED IN FATALITIES TO BOTH THE DRIVER AND THE PASSENGER.  BLF DAMAGE COSTS WERE $34,171.","","","","","","","","","","","","","","26.425325","-80.076109","1","1","B","Q","","SYSTEM",
"23","02","FEC","X09021523","23","02","BLF","20231544","23","02","FEC","X09021523","","272516U","23","02","15","3","15","PM","07","0","0","0","0","","DEERFIELD BEACH","329.01","12","80","2","1","000","","","2","0","","","EAST MAIN","4","2.45","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","411","M308","","0","0","0","1","M308","1","4","079","16571","","12C011","0","000000","0","","","","","","","","","2","3","","Cl","","","","281","","2023","0","0","0","0","0","0","BROWARD","011","","","","","CWR","000-000-000","BLF 708 WAS TRAVELING SOUTHBOUND ON THE EAST MAIN TRACK AND OBSERVED A VEHICLE GO AROUND THE DOWNED","GATES AND DRIVE OVER THE TRACKS.  HORN WAS SOUNDED AND TRAIN PLACED INTO EMERGENCY STRIKING THE VEHI","CLE.  DRIVER SUSTAINED ABRASIONS TO FACE AND LEG.  BLF DAMAGE COSTS WERE $16,160.","","","","","","","","","","","","","","26.289979","-80.109263","1","1","B","Q","","SYSTEM",
"23","02","CSX","000209635","","","","","23","02","SFRV","02032023","","","23","02","03","1","30","AM","04","0","0","0","0","","HIALEAH","1033.0","12","80","4","1","004","E","U787","1","4681","1","Y","H04","1","0000.0","2","BNSF","564058","001","Y","","","000","","1","0","0","0","0","0","0","0","0","0","35","0","23","0","0","0","0","0","0","0","1400","0","H306","","0","0","0","0","H306","2","1","005","7400","","12C086","0","000000","0","1","0","1","0","09","45","09","45","1","3","","CL","","","","236","","2023","0","0","0","0","0","0","MIAMI-DADE","086","00","00","","N","OTH","000-000-000","U78702 CONDUCTOR FAILED TO PROTECT SHOVE AFTER MAKING A COUPLE INTO TRACK H08 ON SOUTH END. SHOVED C","UT OF CARS OUT THE NE OF H08 INTO THE SIDE OF M85203 DEPARTING OUT THE NE OF H04. THIS RESULTED IN 4","CARS DERAILING. SFRV DAMAGES $5600.","","","","","","","","","","","","","0","25.858094","-80.259987","2","5","","","","MIAMI",
"23","02","SGLR","SG202316","","","","","23","02","SGLR","SG202316","","","23","02","28","10","48","AM","01","2","2","0","0","","SARASOTA","877.8","12","78","2","1","005","E","SGLR","2","1830","1","Y","MAIN","X","0.3800","2","TILX","030785","007","Y","","","000","","1","0","0","0","0","0","0","0","0","0","16","0","0","0","0","6","0","0","0","0","0","57550","T109","","0","0","0","0","T109","2","X","005","57550","","12C081","0","000000","0","1","0","1","0","04","48","04","48","1","3","","Cl","","","","583","","2023","0","0","0","0","0","0","MANATEE","081","00","00","","N","OTH","000-000-000","A DERAILMENT OCCURRED APPROXIMATELY HALFWAY BETWEEN THE WHITFIELD AVE (624684-V) & TALLEVAST RD (624","686-N) CROSSINGS ON 2/28/2023 AT 10:48AM. THE TRACK GAVE OUT WHILE AN ENGINE PULLED 16 CARS SOUTH. S","IX CARS DERAILED, 2 OF WHICH CARRIED LOADED HAZARDOUS MATERIALS (LPG). HAZMAT DID NOT RELEASE DURING","DERAILMENT, NOR DURING THE REMOVAL PROCESS. SURROUNDING PROPERTY OWNERS WERE UNAFFECTED BY DERAILME","NT ( NO MATERIALS OR DAMAGED TRACK/EQUIPMENT ENTERED THEIR LAND). UPON INVESTIGATION, THE DERAILMENT","WAS CAUSED BY A SUN KINK WHICH DEVELOPED FROM RAPIDLY RISING MORNING TEMPERATURES.","","","","","","","","","","0","27.41171","-82.54257","2","5","K","","","SARASOTA",
"23","01","BLF","20231302","","","","","23","01","FEC","X01010823","","272531W","23","01","08","6","39","PM","07","0","0","0","0","","POMPANO BEACH","00332.","12","76","4","1","038","E","BLF7","1","0","2","Y","EAST MAIN","4","2.45","1","BLF","000706","001","N","","","000","","1","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","12364","0","M303","","0","0","0","0","M303","1","4","038","12947","","12C011","0","000000","0","1","0","1","0","03","19","03","19","1","3","","No","","","","366","","2023","0","0","0","0","0","0","BROWARD","011","","","","Y","CWR","000-000-000","BLF706 WAS TRAVELING N/B ON THE EAST MAIN TRACK , OBSERVED A CAR STOPPED IN THE FOUL OF THE EAST MAI","N TRACK AT MP332.97. CREW BLEW THE HORN AND PLACED THE TRAIN INTO EMERGENCY STRIKING THE CAR. AT THE","TIME OF THE STRIKE, THE DRIVER WAS OUT OF THE CAR; HOWEVER, THE PASSENGER REMAINED IN THE CAR. THER","E WERE NO INJURIES REPORTED OR OBSERVED. FEC DAMAGE COST: $583.00.","","","","","","","","","","","","0","26.234183","-80.125086","1","1","B","Q","","SYSTEM",
"23","01","FEC","D01010223","","","","","23","01","FEC","D01010223","","","23","01","02","11","15","AM","01","0","0","0","0","","JACKSONVILLE","00007.","12","69","2","1","006","E","JOB","2","0","7","Y","A-YARD","1","","2","GATX","212490","030","N","","","000","","1","0","0","0","0","0","0","0","0","0","17","0","36","0","0","2","0","1","0","0","21286","15321","H702","","0","0","0","0","H702","2","1","006","36607","","12C031","0","000000","0","1","0","1","0","04","15","04","15","1","3","","Cl","","","","129","","2023","0","0","0","0","0","0","DUVAL","031","00","00","","N","OTH","000-000-000","CREW UNKNOWINGLY RAN THROUGH A SWITCH DURING A SHOVING MOVE AND THEN MADE A REVERSE MOVEMENT RESULTI","NG IN A THREE CAR DERAILMENT.","","","","","","","","","","","","","","0","30.237579","-81.600862","2","5","K","","","SYSTEM",
"23","01","FEC","X01010823","23","01","BLF","20231302","23","01","FEC","X01010823","","272531W","23","01","08","6","39","PM","07","0","0","0","0","","POMPANO BEACH","332","12","76","4","1","000","","","1","0","","","EAST MAIN","4","2.45","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","583","M303","","0","0","0","0","M303","1","4","038","12947","","12C011","0","000000","0","0","0","0","0","","","","","2","3","","Cl","","","","380","","2023","0","0","0","0","0","0","BROWARD","011","","","","","CWR","","BLF 706 WAS TRAVELING NORTHBOUND ON THE EAST MAIN TRACK AND OBSERVED A CAR STOPPED IN THE FOUL OF TH","E EAST MAIN TRACK AT MP 332.97.  CREW BLEW THE HORN AND PLACED THE TRAIN INTO EMERGENCY STRIKING THE","CAR.  AT THE TIME OF THE STRIKE, THE DRIVER WAS OUT OF THE CAR HOWEVER, THE PASSENGER REMAINED IN T","HE CAR.  THERE WERE NO INJURIES REPORTED OR OBSERVED.  BLF DAMAGES WERE $12,364.","","","","","","","","","","","","","26.234183","-80.125086","1","1","B","Q","","SYSTEM",
"23","01","UP","0123LA043","","","","","23","01","UP","0123LA043","","","23","01","28","7","20","PM","12","0","0","0","0","","COLTON","537.2","06","59","3","2","004","E","","3","2700","6","Y","YARD 301","1","","2","TBOX","631562","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","20","0","19","0","0","0","0","3","0","0","379501","12750","H314","","0","0","0","0","H314","2","1","004","402739","","06C071","0","000000","0","1","0","0","0","04","50","","","3","7","","CL","","","","331","","2023","0","0","0","0","0","0","SAN BERNARDINO","071","00","00","","N","OTH","000-000-000","THE YWC36R WAS COUPLING BOWL TRACK 3. AFTER COUPLING THE TRACK, IT WAS RETURNED TO THE TRIM YARDMAST","ER. TRIM YARDMASTER FAILED TO REAPPLY THE RETARDER IN BOWL 3. AFTER 5 MINUTES OF NOT BEING SECURED,","THE CUT OF 39 CARS ROLLED OUT OF TRACK THROUGH TRACK 306, DOWN 301 LEAD AND CORNERED THE MWCFW-28, R","ESULTING IN A 3-CAR DERAILMENT.","","","","","","","","","","","","0","34.066945","-117.353113","2","5","K","","","ALHAMBRA SUB",
"23","01","UP","0123LA043","","","","","23","01","UP","0123LA043","","","23","01","28","7","20","PM","12","25","0","0","0","","COLTON","537.2","06","59","3","2","000","E","MWCF","3","13200","1","Y","YARD 301","1","","2","ASOX","895027","084","Y","","","000","","3","0","2","0","0","0","0","0","0","0","75","0","126","0","0","0","0","0","0","0","10488","0","H314","","0","0","0","0","H314","2","1","004","402739","","06C071","0","000000","0","1","0","0","1","03","38","","","1","7","","CL","","","","331","","2023","0","0","0","0","0","0","SAN BERNARDINO","071","00","00","","N","OTH","000-000-000","THE YWC36R WAS COUPLING BOWL TRACK 3. AFTER COUPLING THE TRACK, IT WAS RETURNED TO THE TRIM YARDMAST","ER. TRIM YARDMASTER FAILED TO REAPPLY THE RETARDER IN BOWL 3. AFTER 5 MINUTES OF NOT BEING SECURED,","THE CUT OF 39 CARS ROLLED OUT OF TRACK THROUGH TRACK 306, DOWN 301 LEAD AND CORNERED THE MWCFW-28, R","ESULTING IN A 3-CAR DERAILMENT.","","","","","","","","","","","","0","34.066945","-117.353113","2","5","K","","","ALHAMBRA SUB",
"23","01","UP","0123NC004","","","","","23","01","UP","0123NC004","","","23","01","03","6","41","PM","09","0","0","0","0","","ROSEVILLE","106.01","06","46","3","2","004","E","YRV2","4","37","7","Y","YARD 117","1","","2","TTZX","856223","052","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","3","0","0","12467","4047","M404","","0","0","0","0","M404","2","1","004","16514","","06C061","0","000000","0","2","0","0","0","03","41","","","1","7","","CL","","","","189","","2023","0","0","0","0","0","0","PLACER","061","00","00","","N","CWR","000-000-000","YRV24R-03 WAS SHOVING TRACK 307, WHEN AN OBSTRUCTION NEAR THE FROG JUST WEST OF THE T1 SWITCH, CAUSE","D THREE CARS TO COME OFF THE RAIL, COME APART AND DERAIL JUST WEST OF THE 306/307 SWITCH.","","","","","","","","","","","","","","3","38.744706","-121.292172","2","5","","","","MARTINEZ SUB",
"23","02","BNSF","CH0223117","","","","","23","02","BNSF","CH0223117","","","23","02","15","3","22","PM","01","0","0","0","0","","GALESBURG","163.2","17","38","2","2","004","R","YGAL","1","0","8","Y","1","1","0","2","BNSF","001118","001","","","","000","","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","7000","H303","","0","0","0","0","H303","2","1","004","14000","","17C095","0","000000","0","2","0","0","0","","52","","","1","4","","CL","","","","116","","2023","0","0","0","0","0","0","KNOX","095","","","","N","OTH","","Y-GAL5211-15A FAILED TO STOP SHORT OF DERAIL AND DERAILED 1 LOCOMOTIVE ON YARD TRACK DUE TO NOT REMO","VING THE DERAIL.","","","","","","","","","","","","","","0","40.933651","-90.371204","2","5","K","","","BROOKFIELD",
"23","02","BNSF","CH0223113","","","","","23","02","BNSF","CH0223113","","","23","02","11","4","3","PM","12","0","0","0","0","","GALESBURG","165.4","17","40","2","1","009","E","YGAL","3","2563","7","Y","2038","1","0","2","BNSF","728743","031","N","COER","816314","032","N","1","0","0","0","0","0","0","0","0","0","14","0","31","0","0","0","0","0","0","0","32454","0","E06C","","0","0","0","0","E06C","2","1","009","32454","","17C095","0","000000","0","0","0","1","1","","","01","33","1","4","","CL","","","","179","","2023","0","0","0","0","0","0","KNOX","095","","","","N","OTH","000-000-000","Y-GAL2022-11A WAS IN PROCESS OF CLASSIFYING CARS WHEN 2 RAILCARS STALLED ON HUMP TRACK AND STRUCK BY","1 RAILCAR FROM SAME CREW DUE TO A BRAKE VALVE MALFUNCTION. NO HAZMAT RELEASED.","","","","","","","","","","","","","","3","40.914039","-90.380542","2","5","K","","","BROOKFIELD",
